dataset;seed;C;n_coefs;F;X_valid_bas;X_valid_itr;X_valid_nsv;X_test_bas;X_test_itr;X_test_nsv
pima;71675;0.03125;5;0.7265312659281616;0.7326522702104097;217.0;0.6311037703045054;0.6672222222222222;296.0;0.6074918566775245
pima;74740;0.03125;5;0.717127599803309;0.7230343300110742;191.6;0.6189020250691305;0.7227777777777777;270.0;0.6074918566775245
pima;74923;0.03125;5;0.7488955620186953;0.7551176633444076;278.2;0.6095184872418988;0.6692592592592592;356.0;0.5960912052117264
pima;75916;0.03125;5;0.7175146421793441;0.723828903654485;562.4;0.4629468647028629;0.727037037037037;409.0;0.4560260586319218
pima;78578;0.03125;5;0.7306330975344958;0.7365213178294574;285.0;0.5647401188879505;0.7162962962962962;270.0;0.5521172638436482
pima;79959;0.03125;5;0.7360621081365062;0.7413579734219269;141.6;0.5716655903829915;0.7027777777777777;170.0;0.5537459283387622
pima;80300;0.03125;5;0.7521809216193643;0.7620847176079734;738.0;0.8061861474011888;0.595925925925926;903.0;0.7882736156351792
pima;80573;0.03125;5;0.7213071359638406;0.7269282945736434;177.6;0.5916116106171245;0.759074074074074;224.0;0.5651465798045603
pima;82876;0.03125;5;0.73257069472089;0.738625415282392;212.6;0.6254085738413393;0.7462962962962962;277.0;0.6091205211726385
pima;85035;0.03125;5;0.7419040819527748;0.7480841638981175;202.2;0.6465807295547498;0.7092592592592593;239.0;0.6286644951140065
pima;87498;0.03125;5;0.7336853523895562;0.7390586932447398;147.0;0.578179590349875;0.6457407407407407;192.0;0.5700325732899023
pima;87605;0.03125;5;0.727414178987466;0.7324806201550388;142.2;0.5431589753779411;0.6912962962962963;181.0;0.5309446254071661
pima;89597;0.03125;5;0.7176607277006788;0.7241223698781838;354.6;0.5964896593976123;0.7511111111111111;424.0;0.5863192182410424
pima;91937;0.03125;5;0.7373669425854966;0.743139534883721;220.6;0.5863187786664017;0.6692592592592592;254.0;0.5684039087947883
pima;95531;0.03125;5;0.7377974581131996;0.7426453488372092;132.0;0.52198764757505;0.6685185185185185;159.0;0.504885993485342
pima;95674;0.03125;5;0.7238671844546117;0.7300581395348837;231.0;0.6319159505240675;0.6714814814814815;294.0;0.6156351791530945
pima;96728;0.03125;5;0.729474662510705;0.735078903654485;157.0;0.6009785902339676;0.6707407407407407;192.0;0.5863192182410424
pima;98297;0.03125;5;0.7372376808506343;0.7431949058693244;163.2;0.640880565628467;0.6870370370370371;199.0;0.6188925081433225
pima;10070;0.125;3;0.7322873136136665;0.7374252491694353;166.8;0.5382718195817396;0.637962962962963;205.0;0.511400651465798
pima;13150;0.125;3;0.7243540773403395;0.7339479512735327;598.4;0.8456832745516865;0.7055555555555556;724.0;0.8273615635179153
pima;13652;0.125;3;0.7330096556115788;0.7394712070874861;389.0;0.5773674101303131;0.7227777777777777;476.0;0.5684039087947883
pima;15431;0.125;3;0.7461518893924014;0.7519282945736434;165.0;0.6176758895898532;0.742037037037037;196.0;0.6009771986970684
pima;1718;0.125;3;0.7284631695792654;0.7342621816168327;170.0;0.6176742337688144;0.732037037037037;207.0;0.5960912052117264
pima;17892;0.125;3;0.7419019979793492;0.7464604097452935;125.2;0.49021740930240265;0.6955555555555556;144.0;0.46579804560260585
pima;18176;0.125;3;0.7266972359284685;0.7367967884828349;697.0;0.8530028314539765;0.7107407407407407;864.0;0.8485342019543974
pima;19593;0.125;3;0.740076332061083;0.7446317829457364;126.0;0.48940936863543794;0.6599999999999999;158.0;0.48534201954397393
pima;19822;0.125;3;0.7045055781004107;0.7107004429678849;210.6;0.6437294057258292;0.8153703703703703;234.0;0.6172638436482085
pima;23128;0.125;3;0.7363582326434877;0.7416140642303433;147.4;0.563527229976984;0.6857407407407408;168.0;0.5342019543973942
